Judul,Harga,Lokasi,Link
Apartemen Dijual di Kuningan,"Rp 1,50M","RW 10, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-afa045ac5a3-906d-19e8be1-9564-7144
Apartemen Dijual di Cidadap,Rp 499Jt,"Cisitu Dalam, Ciumbuleuit, Cidadap, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-2f1ffe0a6c91-919f-19df215-b76c-75a8
Apartemen Dijual di Grogol Petamburan,Rp 615Jt,"RW 04, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-36f6206b5b0c-4ebe-19f134d-a490-7228
Apartemen Dijual di Babakan Madang,Rp 340Jt,"Sentul City, Citaringgul, Babakan Madang, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-12d026ff6c07-877b-19f1aeb-8cec-7461
Apartemen Dijual di Summarecon Bekasi,Rp 240Jt,"Summarecon Bekasi, Rawa Bugel, Summarecon, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-494aa7900d2-30c5-19dfc5e-b5d0-76f6
Kondominium Dijual di Kuningan,"Rp 1,35M","RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/empyreal-condominium-episentrum-rasuna-1-kt-best-c-175741317110/
Apartemen Dijual di Kamal Muara,"Rp 4,80M","RW 06, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5d12963e1cc5-8cfc-19be50b-9ff3-76d8
Apartemen Dijual di Serpong,Rp 585Jt,"Cadasmampar, Serpong, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/jual-apartemen-silkwood-lantai1-oak-tower-dkt-kamp-172896292425/
Apartemen Dijual di Bojong Nangka,Rp 350Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-12e12c825ca2-e4f3-19ec596-b11b-7c62
Apartemen Dijual di Menteng Dalam,"Rp 1,40M","RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-38612f75b788-6f73-19e6cbe-acac-72a6
Apartemen Dijual di Pademangan,"Rp 2,50M","PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-apt-the-royale-springhill-kemayoran-3-2br-l-174713414681/
Apartemen Dijual di Jagakarsa,Rp 590Jt,"RW 01, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/di-jual-apartemen-mahata-tanjung-barat-175653549346/
Apartemen Dijual di Embong Kaliasin,Rp 300Jt,"RW 02, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/baru-gress-apartemen-gunawangsa-tidar-free-furnish-175400723743/
Apartemen Dijual di Jatinegara,Rp 700Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6547f0eb47ed-832a-19dbb24-a087-793f
Kondominium Dijual di Penjaringan,Rp 900Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2c18d8dbbd24-2cbd-19a7df1-a74b-7716
Apartemen Dijual di Cilandak,Rp 2M,"RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ec9c80424cce-7b34-1d2ba17a-b3ad-40f9
Apartemen Dijual di Sleman,Rp 750Jt,"Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta",https://www.lamudi.co.id/properti/41032-73-a300247a449d-4923-14e205c2-aefd-4864
Apartemen Dijual di Cicendo,Rp 550Jt,"Klaster Gunung Batu 117, Sukaraja, Cicendo, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-d8795375fe61-faf0-19cb725-afa4-75d8
Apartemen Dijual di Jatinegara,Rp 400Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-61ff9906b023-3e24-19e5ad7-a315-7d2e
Apartemen Dijual di Kebon Jeruk,Rp 325Jt,"RW 01, Kebon Jeruk, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-apartemen-belmont-residence-dekat-rs-tol-ma-174425663093/
Apartemen Dijual di Jatinegara,Rp 640Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ed718190821d-8f19-19e2a12-80ff-7131
Apartemen Dijual di Bekasi,Rp 700Jt,"Pakuwon Mall, Rawa Panjang, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-8fe694a59cc2-c6b3-19d5712-93ac-7423
Apartemen Dijual di Grogol Petamburan,"Rp 3,20M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b909c754cacb-c678-19afc45-b5a1-7676
Apartemen Dijual di Penumping,"Rp 1,50M","Penumping, Surakarta, Jawa Tengah",https://www.lamudi.co.id/properti/41032-73-20968e7f207f-4f5e-19cbd2c-a963-73c5
Apartemen Dijual di Cempaka Putih,Rp 340Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/sewa/jakarta/jakarta-pusat/green-pramuka-arpartment-residence-unit-studio-bag-175784604824/
Apartemen Dijual di Jatinegara,Rp 490Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9ac5a80c5e9f-7d61-19c9dd4-b304-7d19
Apartemen Dijual di Jatinegara,Rp 380Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ab8d6299ca8f-b0c6-19d910e-95cf-78da
Apartemen Dijual di Alam Sutera,Rp 650Jt,"Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-6151fd129c4c-7b46-19cfb38-808c-72af
Apartemen Dijual di Jatinegara,Rp 465Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-da3c38a66f2e-5d30-19d674a-9233-709c
Apartemen Dijual di Menur Pumpungan,"Rp 313,51Jt","RW 03, Menur Pumpungan, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-fa0100f7d74a-7c19-19e259d-ab7b-71b7
Apartemen Dijual di Petemon,Rp 200Jt,"RW 04, Petemon, Sawahan, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/gunawangsa-tidar-great-deals-free-full-furnished-s-175343032839/
Apartemen Dijual di Karet Semanggi,Rp 850Jt,"RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b83f1c85edac-b50d-19b2cd5-ae67-736d
Apartemen Dijual di Panunggangan Utara,Rp 315Jt,"Panunggangan Utara, Pinang, Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/jual-apartemen-treepark-bsd-tangerang-selatan-bant-175853342277/
Apartemen Dijual di Bendungan Hilir,"Rp 2,75M","RW 01, Bendungan Hilir, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartment-sudirman-suites-for-sale-jakarta-cbd-2br-174158764269/
Apartemen Dijual di Embong Kaliasin,"Rp 1,35M","RW 01, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-af14dfe5a323-c73f-19e68e9-911c-7987
Apartemen Dijual di Kamal Muara,Rp 380Jt,"RW 06, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1fe1e85cae75-9218-19e8232-9435-71e5
Kondominium Dijual di Penjaringan,"Rp 1,10M","RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e4a5491d4afe-76c4-19e8248-97d0-73e6
Apartemen Dijual di Kamal Muara,Rp 295Jt,"RW 06, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-8ca692105937-542e-19e826f-905e-7535
Kondominium Dijual di Kamal Muara,"Rp 1,10M","RW 06, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d0de4a0d03bd-793b-19e8258-92c0-76a7
Apartemen Dijual di Jembatan Besi,Rp 590Jt,"RW 05, Jembatan Besi, Tambora, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-66f8c4685c26-a113-19cd2c9-9b2b-7501
Apartemen Dijual di Cempaka Putih,Rp 465Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4d1a47ea3123-1ddc-19b0bbc-917d-70e6
Apartemen Dijual di Cempaka Putih,Rp 350Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/sewa/jakarta/jakarta-pusat/disewakan-apartemen-the-green-pramuka-city-2-kamar-17508340593/
Apartemen Dijual di Bojong Nangka,Rp 480Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-d1ee751c6dd4-da60-19dfbfd-8a47-7bda
Apartemen Dijual di Cempaka Putih,Rp 400Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-23617a7b6114-1193-19ac976-9ebe-7063
Apartemen Dijual di Biringkanaya,Rp 320Jt,"Bumi Permata Sudiang, Patte'ne, Sudiang, Biringkanaya, Makassar, Sulawesi Selatan",https://www.lamudi.co.id/properti/41032-73-2adef0651148-aa98-19ef792-8b73-775a
Apartemen Dijual di Penjaringan,Rp 600Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-3e2814c47bb5-f126-19e81da-b84a-72b5
Apartemen Dijual di Pabelan,Rp 345Jt,"Pabelan, Sukoharjo, Jawa Tengah",https://www.lamudi.co.id/properti/41032-73-19d1dce5178f-9f54-19c559b-a1db-71c8
Apartemen Dijual di Kalideres,Rp 450Jt,"RW 04, Pegadungan, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fdd52c8e9b97-792-19e82c6-b5df-7696
Apartemen Dijual di Penjaringan,Rp 380Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ddf49cb2b102-a853-19e822c-a0bd-76b1
Apartemen Dijual di Menteng Dalam,"Rp 1,55M","RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-663722dba854-6f51-19bdc5b-a298-771b
Apartemen Dijual di Penjaringan,Rp 395Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9f27f354ca83-c00d-19e81bb-90cb-7738
Apartemen Dijual di Kamal Muara,Rp 600Jt,"RW 06, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b18488c69944-b411-19e8223-8e4a-77de
Apartemen Dijual di Kamal Muara,Rp 395Jt,"RW 06, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7c1d4bc1428f-7b2c-19e81be-bf1b-7457
Apartemen Dijual di Penjaringan,Rp 295Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fe0e81981b14-102e-19e8263-821a-7417
Apartemen Dijual di Pademangan,"Rp 1,20M","PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2df0cb5aa688-4b9b-19dbdaf-8614-78c8
Apartemen Dijual di Kembangan,Rp 925Jt,"RW 09, Kembangan Selatan, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-46bcc8f94c01-6e76-19c2ebc-8fdd-7b5a
Apartemen Dijual di Kelapa Gading,"Rp 1,80M","RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4723adbc623a-55a8-19c410b-bd70-7a24
Apartemen Dijual di Cempaka Putih,Rp 400Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/sewa/jakarta/jakarta-pusat/the-green-pramuka-city-apartemen-2-kamar-bulanan-175211222448/
Apartemen Dijual di Cempaka Putih,Rp 280Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/sewa/jakarta/jakarta-pusat/disewakan-bulanan-apartemen-the-green-pramuka-city-17561064975/
Apartemen Dijual di Kelapa Gading,"Rp 1,95M","RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e7da2c8326ec-f0bb-19bc051-a867-726d
Apartemen Dijual di Pondok Aren,Rp 3M,"The Orchid, Pondok Pucung, Pondok Aren, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-db53829e3d74-39a1-19f1294-8eb8-7c35
Apartemen Dijual di Kelapa Gading,"Rp 2,20M","RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5b997187e10d-bf6b-19a9fad-8409-75cc
Apartemen Dijual di Cempaka Putih,Rp 290Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-eaccfe29a6fe-a70c-19a71d5-8a65-705e
Apartemen Dijual di Buahbatu,Rp 210Jt,"Jatisari, Buahbatu, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-a4e67dc44233-255b-19f0351-be0a-71f7
Apartemen Dijual di Duren Sawit,Rp 320Jt,"RW 02, Pondok Bambu, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-unit-apartemen-casablanca-east-reside-173244890472/
Apartemen Dijual di Summarecon Bekasi,Rp 400Jt,"Summarecon Bekasi, Rawa Bugel, Summarecon, Bekasi, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bekasi/springlake-apartemen-summarecon-bekasi-tower-basel-174962723798/
Apartemen Dijual di Kembangan,"Rp 5,50M","RW 02, Kembangan Selatan, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7eb5a2b45bb9-54db-19d34f4-9e13-7c05
Apartemen Dijual di Cipete Utara,Rp 3M,"RW 10, Cipete Utara, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-kemang-jaya-2br-full-furnished-173373536689/
Apartemen Dijual di Kebon Melati,"Rp 2,35M","RW 08, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7d04403a4e52-aae7-19dcd57-ae4b-742d
Kondominium Dijual di Kesawan,"Rp 4,15M","Kesawan, Medan Barat, Kota Medan, Sumatera Utara",https://www.lamudi.co.id/properti/41032-73-f510df484d50-b80e-19ccce8-997f-7f85
Kondominium Dijual di Kesawan,"Rp 5,20M","Kesawan, Medan Barat, Kota Medan, Sumatera Utara",https://www.lamudi.co.id/properti/41032-73-ce5f77d8ddc1-d25a-19c13b2-906c-78cb
Apartemen Dijual di Kebon Kosong,Rp 550Jt,"RW 10, Kebon Kosong, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-131f737f2579-8049-19d713b-8a30-7841
Apartemen Dijual di Kiaracondong,Rp 189Jt,"Babakan Surabaya, Kiaracondong, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-ffd8be31e466-9391-199c8c8-b26f-7465
Apartemen Dijual di Jatinegara,Rp 460Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ba3c9e60278c-90c-19ef462-9fa9-78cf
Apartemen Dijual di Coblong,Rp 590Jt,"Manteos, Dago, Coblong, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-c8a045aec7f2-e57-19f1b93-8d2c-79f1
Apartemen Dijual di Jatinegara,Rp 405Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d5b7192276d-2210-19ef876-9a37-7215
Apartemen Dijual di Kebon Kosong,Rp 385Jt,"RW 12, Kebon Kosong, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d32f5b2a8b48-9abe-19ec515-9783-7e43
Apartemen Dijual di Pulo Gadung,Rp 525Jt,"RW 02, Pulo Gadung, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-55fa2b774c09-84de-19cc7af-8f8d-7755
Apartemen Dijual di Cengkareng,Rp 549Jt,"RW 02, Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ff7ea324da03-d5e0-19e6fa7-9f74-729c
Apartemen Dijual di Genteng,Rp 220Jt,"RW 01, Ketabang, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-41ca554257d2-bb67-19eccfb-99eb-7bff
Apartemen Dijual di Kiaracondong,Rp 139Jt,"Babakan Surabaya, Kiaracondong, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-44f1057fd789-d4ea-199c8c2-bd56-72ee
Apartemen Dijual di Kelapa Gading,Rp 530Jt,"Kawasan Pergudangan Bulog, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-abb8aea9309-a6c2-19add96-a793-70e2
Apartemen Dijual di Cilandak,"Rp 3,35M","RW 01, Lebak Bulus, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-50de5e2fc022-bc9f-19ada15-966c-75d6
Apartemen Dijual di Kebon Kosong,"Rp 2,30M","RW 06, Kebon Kosong, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9acf01146b45-a286-19ed523-950a-79b3
Apartemen Dijual di Dukuh Pakis,Rp 775Jt,"RW 08, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-f365476c3f5b-51e6-19ec90d-b8a2-7efc
Apartemen Dijual di Kebon Kosong,"Rp 1,40M","RW 06, Kebon Kosong, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5946af396154-af04-19ed51a-b455-7243
Apartemen Dijual di Pabelan,Rp 280Jt,"Pabelan, Sukoharjo, Jawa Tengah",https://www.lamudi.co.id/properti/41032-73-5b0c05249871-61ea-19ade82-98f4-7312
Apartemen Dijual di Beji,Rp 790Jt,"Pondok Cina, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/depok/disewakan-murah-apartemen-evenciio-baru-dekat-ui-u-175017444797/
Apartemen Dijual di Cengkareng,Rp 450Jt,"RW 02, Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7a47e8fd61d3-f42c-19d8800-b41c-755a
Apartemen Dijual di Genteng,Rp 195Jt,"RW 01, Ketabang, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-69b1c6a769f7-19df-19ee81a-bb00-7fd5
Apartemen Dijual di Cempaka Putih,Rp 435Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ed4f2107788-fe88-19e9dbf-8be2-76a0
Apartemen Dijual di Pademangan,Rp 980Jt,"PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-cf5c27055886-c7dc-19e972e-9cb6-7316
Apartemen Dijual di Grogol Petamburan,Rp 990Jt,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-860a1fb2b593-3b00-19bfeea-86b9-7386
Apartemen Dijual di Cilandak,"Rp 2,80M","RW 10, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5ab9f441c82e-b379-19c8e16-93e4-72dc
Apartemen Dijual di Grogol Petamburan,Rp 980Jt,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fade2b740854-4c69-19e973f-876d-70b3
Apartemen Dijual di Grogol Petamburan,Rp 650Jt,"RW 01, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4bead3eea385-35bf-19bff14-a573-722b
Apartemen Dijual di Karet Semanggi,"Rp 1,48M","RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ae177f02d72-e457-19efcd4-8dde-7654
Apartemen Dijual di Karet Semanggi,"Rp 1,50M","RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-17da5bd262ea-58cd-19efd30-98ef-741e
Apartemen Dijual di Grogol Petamburan,"Rp 1,22M","RW 01, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ca2bedccb66-f0bd-19c2ca9-b4cb-711b
Apartemen Dijual di Margajaya,Rp 300Jt,"Summarecon Bekasi, Rawa Bugel, Margajaya, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-8156b093bfe8-8f68-19f17e7-a273-7a63
Apartemen Dijual di Bangka,"Rp 3,97M","RW 02, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartment-nirvana-kemang-mewah-murah-siap-huni-aks-174670650143/
Apartemen Dijual di Kamal Muara,"Rp 1,35M","RW 03, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7e04929b834a-830d-19bf442-895b-762d
Apartemen Dijual di Bumi Serpong Damai,Rp 650Jt,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-3b68b85b6e54-9777-19e8408-aa0b-7b44
Apartemen Dijual di Kebon Melati,"Rp 1,05M","Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-54eb78860c50-919c-19e4a39-a634-775e
Apartemen Dijual di Pasar Minggu,"Rp 1,25M","RW 04, Pejaten Timur, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ebca408b0bf2-e172-5b00c168-88a8-4cfa
Apartemen Dijual di Bojong Nangka,Rp 360Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-f472a754bd5c-bfde-19d62c9-977c-78c8
Apartemen Dijual di Bumi Serpong Damai,Rp 390Jt,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-afc0a127e40d-9e35-19f1831-9520-7e23
Apartemen Dijual di Kalibata,Rp 418Jt,"RW 08, Kalibata, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/di-jual-apartemen-kalibata-city-tower-lotus-green-175429989283/
Apartemen Dijual di Harapan Mulya,Rp 465Jt,"Summarecon Bekasi, Tytyan Indah, Summarecon, Harapan Mulya, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-98884e3c5288-5e63-19bacf7-a832-78c0
Apartemen Dijual di Babakan Madang,Rp 760Jt,"Sentul City, Cijayanti, Babakan Madang, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-bcaff8872838-24ee-19da539-95b9-71e9
Apartemen Dijual di Pancoran,"Rp 314,97Jt","RW 04, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c6a13a901884-379f-19b9f62-afd5-778e
Apartemen Dijual di Bumi Serpong Damai,Rp 525Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-ayoma-studio-furnished-jl-ciater-barat-b-175646095525/
Apartemen Dijual di Karet Kuningan,Rp 630Jt,"RW 01, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-turun-harga-apartemen-tamansari-sudirman-ty-17500477950/
